415,2447.5730,1327.1135,10.5908,179.6456,0,1 ; cheetah
409,2481.3877,1544.0386,10.5123,202.9677,1,1 ; Stretch
579,2498.4194,1676.3019,10.5524,1.3521,101,101 ; huntley
480,2463.0220,1676.7267,10.5831,359.3129,97,1 ; comet
518,2788.6519,2431.3220,10.4912,314.8943,2,39 ; Buccaneer
506,2833.4592,2309.8750,10.5247,179.7437,76,76 ; supergt
487,2093.3755,2415.1582,74.7678,94.3180,2,29 ; maverick
482,2086.5784,2416.6394,23.4231,90.8221,3,3 ; burrito
562,2065.8535,2479.7612,10.6989,359.7305,4,1 ; elegy
486,2707.1851,822.1658,10.7179,2.5507,1,1 ; Dozer
486,2707.0010,908.6336,10.8980,176.3525,1,1 ; Dozer
482,2697.6646,885.6911,10.3113,271.4880,71,71 ; Burito
482,2805.1533,968.8243,10.8708,178.9079,48,48 ; burrito
560,2817.4512,941.4572,10.4556,0.9883,9,39 ; sultan
519,1328.6196,1612.2500,11.7437,270.0001,1,1 ; SA Shamal
593,1352.1102,1779.0000,11.2880,270.0000,2,1 ; SA Dodo
522,1676.4335,1322.1592,10.3320,87.7189,7,79 ; Hidden NRG
417,1286.8724,1449.6250,10.8722,270.0000,0,0 ; SA Livathan
487,1655.0576,1554.5649,10.9879,64.4211,26,3 ; Maverick 1
487,1397.5690,1770.0475,10.9971,269.3060,26,3 ; Maverick 2
487,1618.4143,1357.5428,10.9893,169.4555,26,3 ; Maverick 3
469,1358.1189,1253.5436,10.8285,358.5788,1,3 ; Sparrow 1
519,1303.7971,1360.9348,11.7405,267.7907,1,1 ; Shamal 2
511,1341.3031,1682.6432,12.1967,268.5870,3,90 ; Beagle
512,1326.1611,1420.4333,11.1030,178.1441,17,39 ; Cropduster
513,1280.1281,1534.8032,11.3653,223.4432,48,18 ; Stunt plane
534,1682.5769,1316.6561,10.5474,358.3994,123,1 ; Remington in Carpark
480,1682.4532,1286.9058,10.5945,179.2040,6,6 ; Comet
438,1717.6479,1479.1417,10.7440,163.7234,6,76 ; Taxi out front
592,1340.5055,1495.6396,12.0169,270.7770,1,1 ; Andromeda
534,1325.3158,1278.7190,10.8037,180.6936,101,25 ; Remington parking vlair
415,1281.5007,1290.8594,10.5920,269.5729,74,74; cheetah parking vlair
480,1282.0286,1300.3800,10.5913,270.1535,74,74; comet parking vlair
522,1306.2699,1279.4443,10.5910,180.0860,12,1; nrg parking vlair
562,1315.9004,1279.3525,10.5921,181.0493,1,12; elegy parking vlair
587,1282.1049,1306.9728,10.5912,269.4242,13,11; euros parking vlair
407,1282.0891,1477.3781,11.0577,244.1416,3,1 ; fire 1
407,1312.9038,1580.9365,11.0562,272.9746,3,1 ; fire 2
495,522.0126,2368.9414,30.1008,154.4822,9,1 ; Sandking
522,506.1191,2376.6333,29.7476,139.1122,1,1 ; NRG
522,419.1380,2529.3762,16.1945,92.9661,12,1 ; NRG ruin airport
495,402.6306,2537.6606,16.2725,143.4664,23,4); sandking ruin airport
487,365.5326,2538.1614,16.8298,178.7933,1,4); maverick ruin airport
563,385.5305,2539.2041,16.7156,183.2422,1,1); raindance ruin airport
476,349.5992,2469.8518,17.1959,35.7332,115,68); rustler ruin airport
519,308.8015,2467.2700,17.3930,46.4091,8,1; shamal ruin airport
513,292.1684,2538.9773,17.3716,180.9884,16,35; stunt ruin airport
476,325.3710,2542.9822,17.5151,179.3416,1,12; rustler ruin airport
592,192.7845,2541.9055,17.6745,124.5672,1,1; andromeda ruin airport
469,349.0653,2539.4568,16.7372,180.6391,44,22; sparrow ruin airport
568,616.1045,1657.9297,6.8581,100.4004,1,12; bandito near club 51
470,281.5970,1930.4049,17.6341,246.5978,1,2; patriot zone 51
470,281.7860,2062.8850,17.6346,229.3647,31,2; patriot zone 51
476,307.9109,2049.3784,18.3481,181.6644,1,11; rustler zone 51
476,275.3424,1987.8400,18.3502,275.7826,41,16; rustler zone 51
495,-287.2047,1565.0487,75.7156,135.1331,1,12; sandking uho
495,-333.5084,1513.8563,75.7111,1.3971,22,1; sandking uho 
468,-343.7774,1541.6079,75.9095,200.8760,4,12; sanchez uho
480,1096.8683,1726.7760,10.5942,178.7823,40,40; stadion comet
415,1058.0377,1727.7803,10.5912,177.3325,6,6; stadion cheetah
502,1040.3256,1727.8739,10.7147,181.0660,53,53; stadion race a
481,2565.2959,2304.4512,17.3366,332.6294,1,1; bmx rock hotel
522,2583.1672,2263.8232,10.3881,85.1273,62,62; NRG rock hotel
415,2563.9995,2270.4763,10.5918,87.9458,35,1; cheetah rock hotel
560,2566.0139,2284.6213,10.5826,88.3971,63,21; sultan rock hotel
562,2610.0718,2254.4565,10.5865,267.9300,54,1; elegy rock hotel
541,2610.1943,2279.6160,10.5912,267.8805,44,22; bullet rock hotel
480,2633.7644,2345.9727,10.4447,279.3558,13,1; comet rock hotel
415,2171.3618,1989.1289,10.5924,91.8006,34,1; cheetah 24-7
480,2187.0925,2004.1051,10.5902,88.1060,50,12; comet 24-7
541,2171.9333,1969.6006,10.5896,90.0294,43,1; bullet 24-7
451,2185.7612,987.8358,10.5474,0.0047,42,0; turismo ammo
560,2172.8271,1029.0377,10.5474,89.7909,52,52; sultan ammo
533,2201.0996,938.7022,10.5474,91.8767,1,0; feltzer amoo
480,2392.3633,993.4149,10.5474,90.0062,52,52; comet transf
541,2392.1755,986.5837,10.5474,92.1300,52,52; transf bullet
560,2887.4934,2443.7466,10.5263,221.3708,63,21; sultan magazines near rock hotel
534,2865.2021,2419.9412,10.5246,227.4028,23,21; Remington magazines near rock hotel
562,2892.1741,2327.4561,10.5257,90.9312,43,21; elegy magazines near rock hotel
541,2816.4785,2360.3596,10.5238,90.0857,53,21; bullet magazines near rock hotel
535,2806.1255,2414.2139,10.5257,317.9050,13,21; slamwan magazines near rock hotel
451,2602.7026,1789.5029,10.5253,268.5933,42,0; Turismo lvvostok
541,2631.1763,1743.8729,10.5270,90.4190,22,20; bullet lvvostok
560,2610.3188,1687.7792,10.5272,90.5344,12,10; sultan lvvostok
480,2631.0496,1665.4584,10.5252,89.0884,32,50; comet lvvostok
445,2599.3909,1697.5168,10.5275,90.1284,62,0; admiral lvvostok
522,2565.9727,1754.3016,10.5283,357.3706,42,60; nrg lvvostok
541,2563.6997,1884.0533,10.5301,89.3984,12,0; fcr 900 lvvostok
534,1942.1213,697.7990,10.5476,0.0281,12,1; Remington 
480,1932.3494,708.4080,10.5474,0.7471,16,12; comet
541,1910.0685,708.5741,10.5474,180.5131,34,1; bullet
495,296.7787,898.3690,20.1333,268.9448,60,111; sandking carier
480,322.0777,856.0804,20.1333,295.9485,6,1; comet carier
486,337.1631,842.4442,19.7941,340.6252,26,31; dozer carier
522,318.2748,868.0456,20.1279,304.6854,3,0; nrg carier
445,53.5134,1158.9586,18.3911,358.0038,1,4; fort carson admiral
533,46.7245,1159.3351,18.3911,359.2122,33,4; fort carson fetzer
420,-88.3830,1211.4900,19.4693,269.6989,23,1; fort carson taxi
541,-84.0850,1077.4052,19.4692,178.8558,33,13; fort carson fcr900
568,-110.7152,1132.3379,19.4693,359.8069,45,80; fort carson bandito
416,-305.2002,1032.1422,19.3208,272.8675,-1,-1; fort carson medkit
522,-317.1709,1193.7321,19.4692,269.0828,53,18; fort carson nrg
477,-232.6107,1218.3441,19.4675,183.6590,5,0; fort carson zr-350
495,-240.9665,2595.0110,62.4302,0.3496,11,105; mini-city lv sandking
480,-207.4948,2595.8875,62.4302,359.1770,11,105; mini-city lv comet
562,-229.4619,2731.1665,62.4146,271.0215,42,50; mini-city lv elegy
522, 701.6564, 1945.2504, 5.0967, 0.0000, 1, 83; nrg spread ranch
522, 706.2316, 1945.1851, 5.1061, 0.0000, 36, 70; nrg spread ranch
522, 711.3788, 1945.1809, 5.0663, 0.0000, 128, 89; nrg spread ranch
463, 716.2094, 1945.3438, 5.0802, 0.0000, 0, 8; freeway spread ranch
463, 721.4287, 1945.3442, 5.1984, 0.0000, 7, 2; freeway spread ranch
451,1611.6877,635.4510,10.5133,90.3571,20,35; turismo pierce near ammo
533,1610.9789,625.8117,10.5294,89.5348,51,86; feltzer pierce near ammo
534,1642.5919,630.2551,10.5438,355.1082,103,37; remington pierce near ammo
541,2395.6072,1658.2866,10.4454,359.5444,86,73; parking bullet
541,2035.7751,1939.7344,11.6204,358.3727,77,48; bullet hotel near 24-7
451,2036.6213,1889.3933,11.6564,191.0410,19,91; turismo hotel near 24-7
533,2102.6868,2059.6843,10.5294,269.6483,47,25; feltzer paking near nude shop
480,2107.6768,2480.0513,10.5912,359.3816,14,107; comet near clever hotel
415,1900.7209,2397.7813,10.5920,272.5302,41,61; cheetah near clever hotel
559,1405.9098,2608.3894,10.3282,88.7110,17,58; jester near golfclub 
559,1329.7717,2646.4138,10.4766,178.8591,54,118; jester near golfclub
562,1173.5933,1376.4880,10.4815,321.9528,42,46; elegy near driveschool
560,1020.0793,1317.5590,10.5259,328.5569,69,41; sultan near driveschool
560,979.6599,1137.9987,10.5256,90.0978,59,33; sultan near driveschool
495,1078.2394,935.7908,12.3670,137.6353,73,47; sandking near driveschool
495,835.0551,866.7203,13.2271,18.6983,73,47; sandking near driveschool
522,-2407.3914,-2185.0044,32.8569,268.4624,51,12; nrg chilliad
468,-2407.6782,-2179.6567,32.9580,269.7334,12,21; sanchez chilliad
495,-2412.4595,-2171.7964,33.6394,264.3265,25,14; sandking chilliad
471,-2406.3699,-2190.9692,32.7707,303.7435,41,51; quad chilliad
560,-2325.2720,-2205.7351,32.0161,280.5491,63,89; sultan chilliad
487,2618.2336,2720.9961,36.6021,0.0055,96,80; maverick lv factory roof
500,314.2676,1384.1843,8.8280,1.6578,77,75; mesa lv factory near 51
500,640.8718,1244.3154,11.7723,301.8405,105,67; mesa lv carier
500,807.6696,854.8436,10.7934,215.0896,19,29; mesa carier
471,1909.5728,-1415.7313,13.0527,5.9881,34,52; quad bmx stunt
510,1912.7916,-1415.6372,13.1381,356.6793,11,79; mount bike bmx stunt
510,1914.6283,-1415.4259,13.1380,359.1800,61,29; mount bike bmx stunt
510,1916.4956,-1415.1350,13.1382,3.0802,21,49; mount bike bmx stunt
481,1920.9122,-1415.1539,13.0840,9.6200,1,1; bmx stunt
481,1922.8878,-1415.4570,13.0847,11.4479,34,12;bmx stunt
481,1924.7767,-1414.9098,13.0859,359.9077,67,55; bmx stunt
468,1926.8552,-1414.7710,13.2395,12.6267,13,21; sanchez bmx stunt
468,1944.3193,-1381.0515,18.2470,30.8550,23,51; sanchez bmx stunt
468,1945.2780,-1362.8878,18.2469,130.1457,23,51; sanchez bmx stunt
522,-663.2750,2302.4595,135.6765,85.7471,86,36; nrg big jump
522,-662.5356,2301.5193,135.6366,87.5882,68,211; nrg big jump 
522,-662.6804,2299.6843,135.6462,92.9829,76,33; nrg big jump
487,1574.7887,1353.3909,11.0342,142.7893,103,23; lv airport maverick 
487,1579.2548,1431.3877,11.0214,62.8859,39,116; lv airport maverick 
487,1577.3881,1470.0612,11.0084,94.9429,39,116; lv airport maverick
487,1581.6077,1531.6467,11.0116,34.2768,48,25; lv airport maverick
// Fort carson cinema
562, 96.7327, 1067.4279, 13.2572, -181.5601, -1, -1);
589, 118.2289, 1048.9011, 13.2572, -181.5601, -1, -1);
421, 109.4126, 1057.7228, 13.3581, 177.0001, -1, -1);
445, 126.4362, 1076.5332, 13.2110, 179.5200, -1, -1);
