// new custom
// bayside
589, -2068.0432, -109.0114, 34.9156, 0.0000, -1, -1;
604, -2085.5791, -108.7632, 35.0523, 0.0000, -1, -1;
525, -2061.7783, -108.7257, 34.9532, 0.0000, -1, -1;
468, -2089.8672, -108.9887, 34.8326, 0.0000, -1, -1;
// houses veh
453,1231.4991,-2360.5991,8.5035,210.2224,120,110; 
495,-2508.3960,-2654.2329,70.3966,270.4692,53,0; 
486, -1750.5699, 536.2608, 38.6452, -233.4602, -1, -1;//sf destroyed bridge dozer
// boat stantions
452, 2935.8838, -1987.2853, -0.0160, -88.6799, -1, -1;
454, 2942.1033, -2007.4108, 0.7102, -93.4800, -1, -1;
452, 2936.2412, -1993.8571, -0.0160, -87.6600, -1, -1;
454, 2942.1687, -2019.0313, 0.7102, -93.4800, -1, -1;
// Sf trashmaster
408, -921.5153, -493.7857, 26.4309, 133.2600, -1, -1;
478, -939.5810, -525.2807, 25.8350, 177.4801, -1, -1;
605, -926.3339, -536.2754, 25.5952, 0.0000, -1, -1;
486, -954.7545, -512.5552, 25.7852, -2.1600, -1, -1;
468, -948.3740, -531.4740, 25.5141, 0.0000, -1, -1;
//LS firestantion
407, 1908.2694, -2213.2654, 13.7760, 88.0800, -1, -1;
407, 1908.3545, -2206.2754, 13.7760, 88.0800, -1, -1;
//24-7 lv new mag
515,844.4556,1941.9789,11.8391,0.4664,97,44; 
508,865.6783,1941.9048,11.1954,132.2545,138,236;
// skatepark
481, 1153.2264, 1348.6785, 10.9696, 51.7800, -1, -1;
468, 1154.6534, 1359.7883, 10.3357, 49.5600, -1, -1;
481, 1164.0403, 1340.1901, 10.9696, 51.7800, -1, -1;
481, 1153.0499, 1352.8682, 10.9696, 51.7800, -1, -1;
510, 1168.5029, 1341.1805, 10.4552, 41.1600, -1, -1;
509, 1172.6141, 1341.4315, 10.2873, 23.7600, -1, -1;
// rancho
557, -680.8494, 954.5394, 12.0686, 90.3600, -1, -1;
568, -694.2759, 945.8208, 11.9935, 89.2200, -1, -1;
495, -708.3521, 939.8110, 12.6133, 0.0000, -1, -1;
454,-645.9758,880.9857,0.1489,225.7370,73,13;
